MRF Item #,Default Item #,New,Main Category,Subcategory 1,Options,Item Name,Price Category,Min Qty,Min -47,48-95,96-239,240-479,480-959,300-599,600-2399,Mfg Code,Setup Charge Applies,Web Copy,Sales Flyer Copy,Ingredient Box (List of Ingredients),Kosher,Made in America,Units/Case,Ship Weight Each,Weight per Case,Dimensional Weight Applies,Description,Product Dimensions L,Product Dimensions W,Product Dimensions H,Additional Description,Addt'l Dimensions L,Addt'l Dimensions W,Addt'l Dimensions H,Imprint Details,Imprint Dimensions L,Imprint Dimensions W,Packaging,Individual Mailing Carton,Extra Bullets,Production Time,Default Inventory Quantity,Virtual Link,Hero Image Filename,Full-Size Filename,Thumbnail Filename,,,,,,,,,,,,,,,,,,,,,,,,,
BPC102,BPC124,,7,3,1,Hardwood Pen & Pencil Cup,3,24,28.95,28.65,28.35,28.35,27.95,,,4C,X,"A welcome addition to anyone's desk... our pencil cups come filled with your choice of Choice Virginia Peanuts, six-ounces; Extra Fancy Jumbo Cashews, five-ounces; Chocolate Covered Almonds, five-ounces; Jelly Belly® Jelly Beans, three-quarters of a pound; or 11 Cocoa Dusted Truffles! Crafted from American beech wood with a handrubbed oil finish, you can be assured that these pencil cups will be a lasting & useful reminder of your thoughtfulness!","A welcome addition to anyone's desk... our pencil cups come filled with Extra Fancy Jumbo Cashews, five-ounces! Crafted from American beech wood with a handrubbed oil finish, you can be assured that these pencil cups will be a lasting & useful reminder of your thoughtfulness!",,X,X,24,2,37,,Pencil Cup,3.5,3.5,4,Gift Box,6.5,3.625,3.5,Price includes firebranded imprint.,2,2,Individual mailing carton is included at no charge.,,"Second position imprint: $4.00 (C) per pencil cup. Imprint area: 2"" x 2"".
Maximum size for enclosure cards: 6"" x 3"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,BPC102_HERO.jpg,BPC102_WEB.jpg,BPC102_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
BPC111,BPC124,,7,3,3,Hardwood Pen & Pencil Cup,3,24,23.95,23.65,23.35,23.35,22.95,,,4C,X,"A welcome addition to anyone's desk... our pencil cups come filled with your choice of Choice Virginia Peanuts, six-ounces; Extra Fancy Jumbo Cashews, five-ounces; Chocolate Covered Almonds, five-ounces; Jelly Belly® Jelly Beans, three-quarters of a pound; or 11 Cocoa Dusted Truffles! Crafted from American beech wood with a handrubbed oil finish, you can be assured that these pencil cups will be a lasting & useful reminder of your thoughtfulness!","A welcome addition to anyone's desk... our pencil cups come filled with Choice Virginia Peanuts, six-ounces! Crafted from American beech wood with a handrubbed oil finish, you can be assured that these pencil cups will be a lasting & useful reminder of your thoughtfulness!",,X,X,24,2,37,,Pencil Cup,3.5,3.5,4,Gift Box,6.5,3.625,3.5,Price includes firebranded imprint.,2,2,Individual mailing carton is included at no charge.,,"Second position imprint: $4.00 (C) per pencil cup. Imprint area: 2"" x 2"".
Maximum size for enclosure cards: 6"" x 3"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,BPC111_HERO.jpg,BPC111_WEB.jpg,BPC111_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
BPC124,BPC124,,7,3,2,Hardwood Pen & Pencil Cup,3,24,26.95,26.65,26.35,26.35,25.95,,,4C,X,"A welcome addition to anyone's desk... our pencil cups come filled with your choice of Choice Virginia Peanuts, six-ounces; Extra Fancy Jumbo Cashews, five-ounces; Chocolate Covered Almonds, five-ounces; Jelly Belly® Jelly Beans, three-quarters of a pound; or 11 Cocoa Dusted Truffles! Crafted from American beech wood with a handrubbed oil finish, you can be assured that these pencil cups will be a lasting & useful reminder of your thoughtfulness!","A welcome addition to anyone's desk... our pencil cups come filled with our famous Chocolate Covered Almonds, five-ounces! Crafted from American beech wood with a handrubbed oil finish, you can be assured that these pencil cups will be a lasting & useful reminder of your thoughtfulness!",,X,X,24,2,37,,Pencil Cup,3.5,3.5,4,Gift Box,6.5,3.625,3.5,Price includes firebranded imprint.,2,2,Individual mailing carton is included at no charge.,,"Second position imprint: $4.00 (C) per pencil cup. Imprint area: 2"" x 2"".
Maximum size for enclosure cards: 6"" x 3"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,BPC124_HERO.jpg,BPC124_WEB.jpg,BPC124_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
BPC143,BPC124,,7,3,4,Hardwood Pen & Pencil Cup,3,24,28.95,28.65,28.35,28.35,27.95,,,4C,X,"A welcome addition to anyone's desk... our pencil cups come filled with your choice of Choice Virginia Peanuts, six-ounces; Extra Fancy Jumbo Cashews, five-ounces; Chocolate Covered Almonds, five-ounces; Jelly Belly® Jelly Beans, three-quarters of a pound; or 11 Cocoa Dusted Truffles! Crafted from American beech wood with a handrubbed oil finish, you can be assured that these pencil cups will be a lasting & useful reminder of your thoughtfulness!","A welcome addition to anyone's desk... our pencil cups come filled with 12 individually-wrapped Cocoa Dusted Truffles! Crafted from American beech wood with a handrubbed oil finish, you can be assured that these pencil cups will be a lasting & useful reminder of your thoughtfulness!",,,X,24,2,37,,Pencil Cup,3.5,3.5,4,Gift Box,6.5,3.625,3.5,Price includes firebranded imprint.,2,2,Individual mailing carton is included at no charge.,,"Second position imprint: $4.00 (C) per pencil cup. Imprint area: 2"" x 2"".
Maximum size for enclosure cards: 6"" x 3"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,BPC143_HERO.jpg,BPC143_WEB.jpg,BPC143_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
BPC159,BPC124,,7,3,5,Hardwood Pen & Pencil Cup,4,24,30.95,30.65,30.35,30.35,29.95,,,4C,X,"A welcome addition to anyone's desk... our pencil cups come filled with your choice of Choice Virginia Peanuts, six-ounces; Extra Fancy Jumbo Cashews, five-ounces; Chocolate Covered Almonds, five-ounces; Jelly Belly® Jelly Beans, three-quarters of a pound; or 11 Cocoa Dusted Truffles! Crafted from American beech wood with a handrubbed oil finish, you can be assured that these pencil cups will be a lasting & useful reminder of your thoughtfulness!","A welcome addition to anyone's desk... our pencil cups come filled with JELLY BELLY® Jelly Beans, three-quarters of a pound! Crafted from American beech wood with a handrubbed oil finish, you can be assured that these pencil cups will be a lasting & useful reminder of your thoughtfulness!",,,X,24,2,37,,Pencil Cup,3.5,3.5,4,Gift Box,6.5,3.625,3.5,Price includes firebranded imprint.,2,2,Individual mailing carton is included at no charge.,,"Second position imprint: $4.00 (C) per pencil cup. Imprint area: 2"" x 2"".
Maximum size for enclosure cards: 6"" x 3"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,BPC159_HERO.jpg,BPC159_WEB.jpg,BPC159_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
BPD102,RPD102,X,9,9,65,Extra Fancy Jumbo Cashews in Premium Delights Gift Box,2,24,10.99,10.99,10.95,10.95,10.89,,,3C,X,"These jumbo, great tasting, freshly roasted, extra fancy cashews are some of the very finest in the world.  We roast them carefully to make sure they are extra crunchy, then lightly salt them to bring out that real, honest-to-goodness flavor.  Cashews are a great source of magnesium, selenium, zinc and iron.  Each box contains five-ounces.  Your choice of dark navy, bright red, metallic blue, or silver gift boxes are foil-stamped with your logo. Navy and red gift boxes are complete with your choice of gold imprint with gold bow or silver imprint with silver bow. Metallic blue gift boxes are complete with a silver imprint and silver bow.  Silver gift boxes are complete with a black imprint and silver bow.","These jumbo, great tasting, freshly roasted, extra fancy cashews are some of the very finest in the world.  We roast them carefully to make sure they are extra crunchy, then lightly salt them to bring out that real, honest-to-goodness flavor.  Cashews are a great source of magnesium, selenium, zinc and iron.  Each box contains five-ounces.  Metallic blue gift boxes are foil-stamped with your logo in silver and are complete with a matching silver bow.",,X,,48,1,30,X,Gift Box,3.5,2,6,,,,,Price includes imprint foil-stamped in silver on gift box.,2,2,Individual mailing carton is available at additional charge.,IMC-PD,"Maximum size for enclosure cards: 5"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,BPD102_HERO.jpg,BPD102_WEB.jpg,BPD102_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
BPD111,BPD111,X,9,9,65,Choice Virginia Peanuts in Premium Delights Gift Box,2,24,8.99,8.99,8.95,8.95,8.89,,,3C,X,"If you’ve never had Virginia peanuts before, you’ll be amazed at their crunchiness and flavor.  We roast them in golden peanut oil, lightly salt them to maintain their distinctive flavor and healthy qualities, then package them at once in an air-tight bag to lock in the crunchiness.  Each box contains six-ounces.  Your choice of metallic blue or silver gift boxes are foil-stamped with your logo. Metallic blue gift boxes are complete with a silver imprint and silver bow.  Silver gift boxes are complete with a black imprint and silver bow.","If you’ve never had Virginia peanuts before, you’ll be amazed at their crunchiness and flavor.  We roast them in golden peanut oil, lightly salt them to maintain their distinctive flavor and healthy qualities, then package them at once in an air-tight bag to lock in the crunchiness.  Each box contains six-ounces.    Metallic blue gift boxes are foil-stamped with your logo in silver and are complete with a matching silver bow.",,X,,48,1,30,X,Gift Box,3.5,2,6,,,,,Price includes imprint foil-stamped in silver on gift box.,2,2,Individual mailing carton is available at additional charge.,IMC-PD,"Maximum size for enclosure cards: 5"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,BPD111_HERO.jpg,BPD111_WEB.jpg,BPD111_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
BPD118,SPD118,X,9,9,65,Chocolate Peanut Butter Meltaways in Premium Delights Gift Box,2,24,13.99,13.99,13.95,13.95,13.89,,,3C,X,"These Peanut Butter Meltaways are a wonderful blend of complex flavors—the soft, creamy peanut butter center is enrobed in rich, dark chocolate, then dusted with a delicate sprinkling of sea salt to create a smooth and incredible flavor sensation.  We are sure you will enjoy this delicious treat.   Each box contains 8 meltaways.  Your choice of dark navy, bright red, metallic blue, or silver gift boxes are foil-stamped with your logo. Navy and red gift boxes are complete with your choice of gold imprint with gold bow or silver imprint with silver bow. Metallic blue gift boxes are complete with a silver imprint and silver bow.  Silver gift boxes are complete with a black imprint and silver bow.","These Peanut Butter Meltaways are a wonderful blend of complex flavors—the soft, creamy peanut butter center is enrobed in rich, dark chocolate, then dusted with a delicate sprinkling of sea salt to create a smooth and incredible flavor sensation.  We are sure you will enjoy this delicious treat.   Each box contains 8 meltaways.  Metallic blue gift boxes are foil-stamped with your logo in silver and are complete with a matching silver bow.",,X,,48,1,30,X,Gift Box,3.5,2,6,,,,,Price includes imprint foil-stamped in silver on gift box.,2,2,Individual mailing carton is available at additional charge.,IMC-PD,"Maximum size for enclosure cards: 5"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,BPD118_HERO.jpg,BPD118_WEB.jpg,BPD118_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
BPD119,RPD119,X,9,9,65,Chocolate Sea Salt Caramels in Premium Delights Gift Box,2,24,11.99,11.99,11.95,11.95,11.89,,,3C,X,"These Sea Salt Caramels are a harmonious blend of complex flavors—soft, buttery caramel, made with dairy fresh cream, is enrobed in rich, dark chocolate; then dusted with a delicate sprinkling of sea salt to create a bold flavor sensation.  We are sure you will enjoy this exquisite treat.  Each box contains 8 caramels.  Your choice of dark navy, bright red, metallic blue, or silver gift boxes are foil-stamped with your logo. Navy and red gift boxes are complete with your choice of gold imprint with gold bow or silver imprint with silver bow. Metallic blue gift boxes are complete with a silver imprint and silver bow.  Silver gift boxes are complete with a black imprint and silver bow.","These Sea Salt Caramels are a harmonious blend of complex flavors—soft, buttery caramel, made with dairy fresh cream, is enrobed in rich, dark chocolate; then dusted with a delicate sprinkling of sea salt to create a bold flavor sensation.  We are sure you will enjoy this exquisite treat.  Each box contains 8 caramels.  Metallic blue gift boxes are foil-stamped with your logo in silver and are complete with a matching silver bow.",,X,,48,1,30,X,Gift Box,3.5,2,6,,,,,Price includes imprint foil-stamped in silver on gift box.,2,2,Individual mailing carton is available at additional charge.,IMC-PD,"Maximum size for enclosure cards: 5"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,BPD119_HERO.jpg,BPD119_WEB.jpg,BPD119_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
BPD121,NPD121,X,9,9,65,English Butter Toffee in Premium Delights Gift Box,2,24,11.99,11.99,11.95,11.95,11.89,,,3C,X,"Our English Butter Toffee is crafted in small batches from a perfect blend of freshly toasted California almonds, sweet creamery butter and pure cane sugar.  It is covered with a generous layer of rich milk chocolate and sprinkled with crushed almonds creating a buttery, crunchy, wonderful taste sensation.  Each box contains 12 pieces of toffee.  Your choice of dark navy, bright red, metallic blue, or silver gift boxes are foil-stamped with your logo. Navy and red gift boxes are complete with your choice of gold imprint with gold bow or silver imprint with silver bow. Metallic blue gift boxes are complete with a silver imprint and silver bow.  Silver gift boxes are complete with a black imprint and silver bow.","Our English Butter Toffee is crafted in small batches from a perfect blend of freshly toasted California almonds, sweet creamery butter and pure cane sugar.  It is covered with a generous layer of rich milk chocolate and sprinkled with crushed almonds creating a buttery, crunchy, wonderful taste sensation.  Each box contains 12 pieces.  Metallic blue gift boxes are foil-stamped with your logo in silver and are complete with a matching silver bow.",,,,48,1,30,X,Gift Box,3.5,2,6,,,,,Price includes imprint foil-stamped in silver on gift box.,2,2,Individual mailing carton is available at additional charge.,IMC-PD,"Maximum size for enclosure cards: 5"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,BPD121_HERO.jpg,BPD121_WEB.jpg,BPD121_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
BPD123,RPD123,X,9,9,65,Pecan Turtles in Premium Delights Gift Box,2,24,11.99,11.99,11.95,11.95,11.89,,,3C,X,"These classic Pecan Turtles are simply the best! We slow cook our caramel in a large copper kettle until it is golden and delicious, drop it onto a bed of roasted, lightly salted, hand-picked pecans and then enrobe this combination in our special blend of milk chocolate!  Each box contains 12 turtles.  Your choice of dark navy, bright red, metallic blue, or silver gift boxes are foil-stamped with your logo. Navy and red gift boxes are complete with your choice of gold imprint with gold bow or silver imprint with silver bow. Metallic blue gift boxes are complete with a silver imprint and silver bow.  Silver gift boxes are complete with a black imprint and silver bow.","These classic Pecan Turtles are simply the best! We slow cook our caramel in a large copper kettle until it is golden and delicious, drop it onto a bed of roasted, lightly salted, hand-picked pecans and then enrobe this combination in our special blend of milk chocolate!  Each box contains 12 turtles.  Metallic blue gift boxes are foil-stamped with your logo in silver and are complete with a matching silver bow.",,X,,48,1,30,X,Gift Box,3.5,2,6,,,,,Price includes imprint foil-stamped in silver on gift box.,2,2,Individual mailing carton is available at additional charge.,IMC-PD,"Maximum size for enclosure cards: 5"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,BPD123_HERO.jpg,BPD123_WEB.jpg,BPD123_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
BPD124,RPD124,X,9,9,65,Chocolate Covered Almonds in Premium Delights Gift Box,2,24,10.99,10.99,10.95,10.95,10.89,,,3C,X,"These Chocolate Covered Almonds are made with real cocoa.  By combining the rich flavor of premium chocolate with toasted California almonds that are high in fiber and loaded with vitamin E, we’ve created a delicious healthy snack that you can enjoy without feeling guilty.  Each box contains five-ounces.  Your choice of dark navy, bright red, metallic blue, or silver gift boxes are foil-stamped with your logo. Navy and red gift boxes are complete with your choice of gold imprint with gold bow or silver imprint with silver bow. Metallic blue gift boxes are complete with a silver imprint and silver bow.  Silver gift boxes are complete with a black imprint and silver bow.","These Chocolate Covered Almonds are made with real cocoa.  By combining the rich flavor of premium chocolate with toasted California almonds that are high in fiber and loaded with vitamin E, we’ve created a delicious healthy snack that you can enjoy without feeling guilty.  Each box contains five-ounces.  Metallic blue gift boxes are foil-stamped with your logo in silver and are complete with a matching silver bow.",,X,,48,1,30,X,Gift Box,3.5,2,6,,,,,Price includes imprint foil-stamped in silver on gift box.,2,2,Individual mailing carton is available at additional charge.,IMC-PD,"Maximum size for enclosure cards: 5"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,BPD124_HERO.jpg,BPD124_WEB.jpg,BPD124_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
BPD141,NPD141,X,9,9,65,Jumbo California Pistachios in Premium Delights Gift Box,1,24,10.99,10.99,10.95,10.95,10.89,,,3C,X,"If you love extraordinary pistachios, you'll not only appreciate these, you won't be able to stop eating them.  These are the exceptionally flavorful ""new crop"" pistachios, straight from California, packed fresh and crunchy for your enjoyment.  Pistachios contain iron, protein and high levels of magnesium, which helps lower blood pressure.  Each gift box contains four-ounces.  Your choice of dark navy, bright red, metallic blue, or silver gift boxes are foil-stamped with your logo. Navy and red gift boxes are complete with your choice of gold imprint with gold bow or silver imprint with silver bow. Metallic blue gift boxes are complete with a silver imprint and silver bow.  Silver gift boxes are complete with a black imprint and silver bow.","If you love extraordinary pistachios, you'll not only appreciate these, you won't be able to stop eating them.  These are the exceptionally flavorful ""new crop"" pistachios, straight from California, packed fresh and crunchy for your enjoyment.  Pistachios contain iron, protein and high levels of magnesium, which helps lower blood pressure.  Each gift box contains 1/4 lb.  Metallic blue gift boxes are foil-stamped with your logo in silver and are complete with a matching silver bow.",,,,48,1,30,X,Gift Box,3.5,2,6,,,,,Price includes imprint foil-stamped in silver on gift box.,2,2,Individual mailing carton is available at additional charge.,IMC-PD,"Maximum size for enclosure cards: 5"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,BPD141_HERO.jpg,BPD141_WEB.jpg,BPD141_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
BPD143,NPD143,X,9,9,65,Cocoa Dusted Truffles in Premium Delights Gift Box,2,24,11.99,11.99,11.95,11.95,11.89,,,3C,X,"Crafted in the centuries-old tradition of Europe's finest chocolatiers, our rich, creamy truffles offer the ultimate in chocolate enjoyment. Each decadent center is carefully blended for supreme smoothness, then gently dusted with premium cocoa to create a soft, sophisticated finish.  Each box contains 11 truffles.  Your choice of dark navy, bright red, metallic blue, or silver gift boxes are foil-stamped with your logo. Navy and red gift boxes are complete with your choice of gold imprint with gold bow or silver imprint with silver bow. Metallic blue gift boxes are complete with a silver imprint and silver bow.  Silver gift boxes are complete with a black imprint and silver bow.","Crafted in the centuries-old tradition of Europe's finest chocolatiers, our rich, creamy truffles offer the ultimate in chocolate enjoyment. Each decadent center is carefully blended for supreme smoothness, then gently dusted with premium cocoa to create a soft, sophisticated finish.  Each box contains 11 truffles.  Metallic blue gift boxes are foil-stamped with your logo in silver and are complete with a matching silver bow.",,,,48,1,30,X,Gift Box,3.5,2,6,,,,,Price includes imprint foil-stamped in silver on gift box.,2,2,Individual mailing carton is available at additional charge.,IMC-PD,"Maximum size for enclosure cards: 5"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,BPD143_HERO.jpg,BPD143_WEB.jpg,BPD143_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
BTB102,BTB143,,9,9,1,Black & White Triangular Gift Boxes,2,24,,12.99,12.95,12.95,12.89,,,3C,X,"These stylish Black & White Gift Boxes are guaranteed to make a big impact! They're filled with your choice of our famous Chocolate Covered Almonds, five-ounces; eleven Cocoa Dusted Truffles, three and one-half-ounces; Extra Fancy Jumbo Cashews, five-ounces; or 12 pieces of English Butter Toffee, five-ounces. Your logo or promotional message is foil-stamped in white on the front of the gift box complemented by a white satin bow.","These stylish Black & White Gift Boxes are guaranteed to make a big impact! They're filled with our famous Extra Fancy Jumbo Cashews, five-ounces. Your logo or promotional message is hot-stamped in white on the front of the gift box complemented by a white satin bow.",,X,,24,1,32,X,Gift Box,6,2.25,4.875,,,,,Price includes imprint foil-stamped in white on gift box.,3,1.5,Individual mailing carton is available at additional charge.,IMC-BTB,"Maximum size for enclosure cards: 5"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,BTB102_HERO.jpg,BTB102_WEB.jpg,BTB102_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
BTB121,BTB143,,9,9,6,Black & White Triangular Gift Boxes,2,24,,13.99,13.95,13.95,13.89,,,3C,X,"These stylish Black & White Gift Boxes are guaranteed to make a big impact! They're filled with your choice of our famous Chocolate Covered Almonds, five-ounces; eleven Cocoa Dusted Truffles, three and one-half-ounces; Extra Fancy Jumbo Cashews, five-ounces; or 12 pieces of English Butter Toffee, five-ounces. Your logo or promotional message is foil-stamped in white on the front of the gift box complemented by a white satin bow.","These stylish Black & White Gift Boxes are guaranteed to make a big impact! They're filled with twelve pieces of our signature English Butter Toffee, five-ounces. Your logo or promotional message is hot-stamped in white on the front of the gift box complemented by a white satin bow.",,,,24,1,32,X,Gift Box,6,2.25,4.875,,,,,Price includes imprint foil-stamped in white on gift box.,3,1.5,Individual mailing carton is available at additional charge.,IMC-BTB,"Maximum size for enclosure cards: 5"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,BTB121_HERO.jpg,BTB121_WEB.jpg,BTB121_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
BTB124,BTB143,,9,9,2,Black & White Triangular Gift Boxes,2,24,,12.99,12.95,12.95,12.89,,,3C,X,"These stylish Black & White Gift Boxes are guaranteed to make a big impact! They're filled with your choice of our famous Chocolate Covered Almonds, five-ounces; eleven Cocoa Dusted Truffles, three and one-half-ounces; Extra Fancy Jumbo Cashews, five-ounces; or 12 pieces of English Butter Toffee, five-ounces. Your logo or promotional message is foil-stamped in white on the front of the gift box complemented by a white satin bow.","These stylish Black & White Gift Boxes are guaranteed to make a big impact! They're filled with our famous Chocolate Covered Almonds, five-ounces. Your logo or promotional message is hot-stamped in white on the front of the gift box complemented by a white satin bow.",,X,,24,1,32,X,Gift Box,6,2.25,4.875,,,,,Price includes imprint foil-stamped in white on gift box.,3,1.5,Individual mailing carton is available at additional charge.,IMC-BTB,"Maximum size for enclosure cards: 5"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,BTB124_HERO.jpg,BTB124_WEB.jpg,BTB124_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
