STYLE,BRAND,DESCRIPTION,GROUP,SIZE,RETAIL,
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,COLORS,3XL, $	23.38 ,
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,COLORS,4XL, $	23.38 ,
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,COLORS,5XL, $	23.40 ,
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,HEATHERS,S-XL, $	14.56 ,
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,HEATHERS,2XL, $	19.50 ,
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,HEATHERS,3XL, $	22.16 ,
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,HEATHERS,4XL, $	22.16 ,
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,HEATHERS,5XL, $	22.20 ,
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,NEUTRALS,S-XL, $	13.12 ,
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,NEUTRALS,2XL, $	17.56 ,
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,NEUTRALS,3XL, $	20.20 ,
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,NEUTRALS,4XL, $	20.24 ,
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,NEUTRALS,5XL, $	20.24 ,
G420,Gildan, Performance™ 7.5 oz./lin. yd. T-Shirt,COLORS,S-XL, $	9.48 ,
G420,Gildan, Performance™ 7.5 oz./lin. yd. T-Shirt,COLORS,2XL, $	11.32 ,
G420,Gildan, Performance™ 7.5 oz./lin. yd. T-Shirt,COLORS,3XL, $	12.52 ,
G420,Gildan, Performance™ 7.5 oz./lin. yd. T-Shirt,HEATHERS,S-XL, $	9.48 ,
G420,Gildan, Performance™ 7.5 oz./lin. yd. T-Shirt,HEATHERS,2XL, $	11.32 ,
G420,Gildan, Performance™ 7.5 oz./lin. yd. T-Shirt,HEATHERS,3XL, $	12.52 ,
G420,Gildan, Performance™ 7.5 oz./lin. yd. T-Shirt,NEUTRALS,S-XL, $	9.48 ,
G420,Gildan, Performance™ 7.5 oz./lin. yd. T-Shirt,NEUTRALS,2XL, $	11.32 ,
G420,Gildan, Performance™ 7.5 oz./lin. yd. T-Shirt,NEUTRALS,3XL, $	12.52 ,
G420B,Gildan, Performance™ Youth 7.5 oz./lin. yd. T-Shirt,COLORS,YOUTH XS-XL, $	8.10 ,
G420B,Gildan, Performance™ Youth 7.5 oz./lin. yd. T-Shirt,HEATHERS,YOUTH XS-XL, $	8.02 ,
G420B,Gildan, Performance™ Youth 7.5 oz./lin. yd. T-Shirt,NEUTRALS,YOUTH XS-XL, $	8.02 ,
G420L,Gildan, Performance™ Ladies' 7.5 oz./lin. yd. T-Shirt,COLORS,XS-XL, $	9.48 ,
G420L,Gildan, Performance™ Ladies' 7.5 oz./lin. yd. T-Shirt,COLORS,2XL, $	11.32 ,
G420L,Gildan, Performance™ Ladies' 7.5 oz./lin. yd. T-Shirt,HEATHERS,XS-XL, $	9.48 ,
G420L,Gildan, Performance™ Ladies' 7.5 oz./lin. yd. T-Shirt,HEATHERS,2XL, $	11.32 ,
G420L,Gildan, Performance™ Ladies' 7.5 oz./lin. yd. T-Shirt,NEUTRALS,XS-XL, $	9.48 ,
G420L,Gildan, Performance™ Ladies' 7.5 oz./lin. yd. T-Shirt,NEUTRALS,2XL, $	11.32 ,
G424,Gildan, Performance™ 7.5 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,S-XL, $	12.74 ,
G424,Gildan, Performance™ 7.5 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,2XL, $	16.26 ,
G424,Gildan, Performance™ 7.5 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,3XL, $	17.46 ,
G424,Gildan, Performance™ 7.5 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,S-XL, $	12.74 ,
G424,Gildan, Performance™ 7.5 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,2XL, $	16.26 ,
G424,Gildan, Performance™ 7.5 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,3XL, $	17.46 ,
G424,Gildan, Performance™ 7.5 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,S-XL, $	12.74 ,
G424,Gildan, Performance™ 7.5 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,2XL, $	16.26 ,
G424,Gildan, Performance™ 7.5 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,3XL, $	17.46 ,
G424B,Gildan, Performance™ Youth 7.5 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,YOUTH XS-XL, $	9.86 ,
G424B,Gildan, Performance™ Youth 7.5 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,YOUTH XS-XL, $	9.86 ,
G424B,Gildan, Performance™ Youth 7.5 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,YOUTH XS-XL, $	9.86 ,
G424L,Gildan, Performance™ Ladies' 7.5 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,XS-XL, $	12.74 ,
G424L,Gildan, Performance™ Ladies' 7.5 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,2XL, $	16.26 ,
G424L,Gildan, Performance™ Ladies' 7.5 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,XS-XL, $	12.74 ,
G424L,Gildan, Performance™ Ladies' 7.5 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,2XL, $	16.26 ,
G424L,Gildan, Performance™ Ladies' 7.5 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,XS-XL, $	12.74 ,
G424L,Gildan, Performance™ Ladies' 7.5 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,2XL, $	16.26 ,
G44S30,Gildan, Performance™ 5.5 oz./lin. yd. Nine Inch Short with Pocket,COLORS,S-XL, $	19.74 ,
G44S30,Gildan, Performance™ 5.5 oz./lin. yd. Nine Inch Short with Pocket,COLORS,2XL, $	24.74 ,
G44S30,Gildan, Performance™ 5.5 oz./lin. yd. Nine Inch Short with Pocket,COLORS,3XL, $	25.34 ,
G44S30,Gildan, Performance™ 5.5 oz./lin. yd. Nine Inch Short with Pocket,HEATHERS,S-XL, $	19.74 ,
G44S30,Gildan, Performance™ 5.5 oz./lin. yd. Nine Inch Short with Pocket,HEATHERS,2XL, $	24.74 ,
G44S30,Gildan, Performance™ 5.5 oz./lin. yd. Nine Inch Short with Pocket,HEATHERS,3XL, $	25.34 ,
G470,GILDAN,Adult Gildan Performance® Adult Tech T-Shirt,COLORS,2XL, $	13.80 ,
G470,GILDAN,Adult Gildan Performance® Adult Tech T-Shirt,COLORS,3XL, $	15.62 ,
G470,GILDAN,Adult Gildan Performance® Adult Tech T-Shirt,COLORS,XS-XL, $	12.34 ,
G470,GILDAN,Adult Gildan Performance® Adult Tech T-Shirt,NEUTRALS,2XL, $	13.80 ,
G470,GILDAN,Adult Gildan Performance® Adult Tech T-Shirt,NEUTRALS,3XL, $	15.62 ,
G470,GILDAN,Adult Gildan Performance® Adult Tech T-Shirt,NEUTRALS,XS-XL, $	12.34 ,
G474,GILDAN,Adult Gildan Performance®Long-Sleeve Tech T-Shirt,COLORS,2XL, $	19.50 ,
G474,GILDAN,Adult Gildan Performance®Long-Sleeve Tech T-Shirt,COLORS,3XL, $	21.32 ,
G474,GILDAN,Adult Gildan Performance®Long-Sleeve Tech T-Shirt,COLORS,XS-XL, $	16.92 ,
G474,GILDAN,Adult Gildan Performance®Long-Sleeve Tech T-Shirt,NEUTRALS,2XL, $	19.50 ,
G474,GILDAN,Adult Gildan Performance®Long-Sleeve Tech T-Shirt,NEUTRALS,3XL, $	21.32 ,
G474,GILDAN,Adult Gildan Performance®Long-Sleeve Tech T-Shirt,NEUTRALS,XS-XL, $	16.92 ,
G47V,GILDAN, Gildan Performance® Ladies' V-Neck Tech T-Shirt,COLORS,2XL, $	13.80 ,
G47V,GILDAN, Gildan Performance® Ladies' V-Neck Tech T-Shirt,COLORS,XS-XL, $	12.34 ,
G47V,GILDAN, Gildan Performance® Ladies' V-Neck Tech T-Shirt,NEUTRALS,2XL, $	13.80 ,
G47V,GILDAN, Gildan Performance® Ladies' V-Neck Tech T-Shirt,NEUTRALS,XS-XL, $	12.34 ,
G500,Gildan, Heavy Cotton™ 8.8 oz./lin. yd. T-Shirt,COLORS,S-XL, $	4.98 ,
G500,Gildan, Heavy Cotton™ 8.8 oz./lin. yd. T-Shirt,COLORS,2XL, $	8.76 ,
G500,Gildan, Heavy Cotton™ 8.8 oz./lin. yd. T-Shirt,COLORS,3XL, $	11.04 ,
G500,Gildan, Heavy Cotton™ 8.8 oz./lin. yd. T-Shirt,HEATHERS,S-XL, $	4.76 ,
G500,Gildan, Heavy Cotton™ 8.8 oz./lin. yd. T-Shirt,HEATHERS,2XL, $	8.26 ,
G500,Gildan, Heavy Cotton™ 8.8 oz./lin. yd. T-Shirt,HEATHERS,3XL, $	10.52 ,
G500,Gildan, Heavy Cotton™ 8.8 oz./lin. yd. T-Shirt,NEUTRALS,S-XL, $	4.50 ,
G500,Gildan, Heavy Cotton™ 8.8 oz./lin. yd. T-Shirt,NEUTRALS,2XL, $	7.86 ,
G500,Gildan, Heavy Cotton™ 8.8 oz./lin. yd. T-Shirt,NEUTRALS,3XL, $	9.96 ,
G500B,Gildan, Heavy Cotton™ Youth 8.8 oz./lin. yd. T-Shirt,COLORS,YOUTH XS-XL, $	5.18 ,
G500B,Gildan, Heavy Cotton™ Youth 8.8 oz./lin. yd. T-Shirt,HEATHERS,YOUTH XS-XL, $	4.50 ,
G500B,Gildan, Heavy Cotton™ Youth 8.8 oz./lin. yd. T-Shirt,NEUTRALS,YOUTH XS-XL, $	3.64 ,
G500L,Gildan, Heavy Cotton™ Ladies' 8.8 oz./lin. yd. Missy Fit T-Shirt,HEATHERS,S-XL, $	5.46 ,
G500L,Gildan, Heavy Cotton™ Ladies' 8.8 oz./lin. yd. Missy Fit T-Shirt,HEATHERS,2XL, $	8.14 ,
G500L,Gildan, Heavy Cotton™ Ladies' 8.8 oz./lin. yd. Missy Fit T-Shirt,HEATHERS,3XL, $	8.14 ,
G500L,Gildan, Heavy Cotton™ Ladies' 8.8 oz./lin. yd. Missy Fit T-Shirt,COLORS,S-XL, $	5.80 ,
G500L,Gildan, Heavy Cotton™ Ladies' 8.8 oz./lin. yd. Missy Fit T-Shirt,COLORS,2XL, $	9.50 ,
G500L,Gildan, Heavy Cotton™ Ladies' 8.8 oz./lin. yd. Missy Fit T-Shirt,COLORS,3XL, $	9.50 ,
G500L,Gildan, Heavy Cotton™ Ladies' 8.8 oz./lin. yd. Missy Fit T-Shirt,NEUTRALS,S-XL, $	5.28 ,
G500L,Gildan, Heavy Cotton™ Ladies' 8.8 oz./lin. yd. Missy Fit T-Shirt,NEUTRALS,2XL, $	6.48 ,
G500L,Gildan, Heavy Cotton™ Ladies' 8.8 oz./lin. yd. Missy Fit T-Shirt,NEUTRALS,3XL, $	6.48 ,
G510P,Gildan, Heavy Cotton™ Toddler 8.8 oz./lin. yd. T-Shirt,COLORS,2T-6T, $	5.28 ,
G510P,Gildan, Heavy Cotton™ Toddler 8.8 oz./lin. yd. T-Shirt,HEATHERS,2T-6T, $	5.16 ,
G510P,Gildan, Heavy Cotton™ Toddler 8.8 oz./lin. yd. T-Shirt,NEUTRALS,2T-6T, $	4.32 ,
G540,Gildan, Heavy Cotton™ 8.8 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,S-XL, $	7.90 ,
G540,Gildan, Heavy Cotton™ 8.8 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,2XL, $	11.16 ,
G540,Gildan, Heavy Cotton™ 8.8 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,3XL, $	13.28 ,
G540,Gildan, Heavy Cotton™ 8.8 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,S-XL, $	8.90 ,
G540,Gildan, Heavy Cotton™ 8.8 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,2XL, $	12.34 ,
G540,Gildan, Heavy Cotton™ 8.8 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,3XL, $	15.28 ,
G540,Gildan, Heavy Cotton™ 8.8 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,S-XL, $	6.50 ,
G540,Gildan, Heavy Cotton™ 8.8 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,2XL, $	9.60 ,
G540,Gildan, Heavy Cotton™ 8.8 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,3XL, $	12.52 ,
G540B,Gildan, Heavy Cotton™ Youth 8.8 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,YOUTH XS-XL, $	9.92 ,
G540B,Gildan, Heavy Cotton™ Youth 8.8 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,YOUTH XS-XL, $	8.76 ,
G540B,Gildan, Heavy Cotton™ Youth 8.8 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,YOUTH XS-XL, $	6.86 ,
G540L,Gildan, Heavy Cotton™ Ladies' 8.8 oz./lin. yd. Missy Fit Long-Sleeve T-Shirt,COLORS,S-XL, $	10.76 ,
G540L,Gildan, Heavy Cotton™ Ladies' 8.8 oz./lin. yd. Missy Fit Long-Sleeve T-Shirt,COLORS,2XL, $	15.00 ,
G540L,Gildan, Heavy Cotton™ Ladies' 8.8 oz./lin. yd. Missy Fit Long-Sleeve T-Shirt,COLORS,3XL, $	17.96 ,
G540L,Gildan, Heavy Cotton™ Ladies' 8.8 oz./lin. yd. Missy Fit Long-Sleeve T-Shirt,HEATHERS,S-XL, $	9.46 ,
G540L,Gildan, Heavy Cotton™ Ladies' 8.8 oz./lin. yd. Missy Fit Long-Sleeve T-Shirt,HEATHERS,2XL, $	13.14 ,
G540L,Gildan, Heavy Cotton™ Ladies' 8.8 oz./lin. yd. Missy Fit Long-Sleeve T-Shirt,HEATHERS,3XL, $	16.06 ,
G540L,Gildan, Heavy Cotton™ Ladies' 8.8 oz./lin. yd. Missy Fit Long-Sleeve T-Shirt,NEUTRALS,S-XL, $	7.76 ,
G540L,Gildan, Heavy Cotton™ Ladies' 8.8 oz./lin. yd. Missy Fit Long-Sleeve T-Shirt,NEUTRALS,2XL, $	11.16 ,
G540L,Gildan, Heavy Cotton™ Ladies' 8.8 oz./lin. yd. Missy Fit Long-Sleeve T-Shirt,NEUTRALS,3XL, $	14.08 ,
G570,GILDAN,Heavy Cotton™ Adult 8.8 oz./lin. yd. 3/4 Raglan T-Shirt,HEATHERS,2XL, $	13.84 ,
G570,GILDAN,Heavy Cotton™ Adult 8.8 oz./lin. yd. 3/4 Raglan T-Shirt,HEATHERS,3XL, $	15.66 ,
G570,GILDAN,Heavy Cotton™ Adult 8.8 oz./lin. yd. 3/4 Raglan T-Shirt,HEATHERS,S-XL, $	10.18 ,
G570,GILDAN,Heavy Cotton™ Adult 8.8 oz./lin. yd. 3/4 Raglan T-Shirt,WHITE,2XL, $	13.84 ,
G570,GILDAN,Heavy Cotton™ Adult 8.8 oz./lin. yd. 3/4 Raglan T-Shirt,WHITE,3XL, $	15.66 ,
G570,GILDAN,Heavy Cotton™ Adult 8.8 oz./lin. yd. 3/4 Raglan T-Shirt,WHITE,S-XL, $	10.18 ,
G640,Gildan, Softstyle® 7.5 oz./lin. yd. T-Shirt,COLORS,XS-XL, $	5.42 ,
G640,Gildan, Softstyle® 7.5 oz./lin. yd. T-Shirt,COLORS,2XL, $	10.04 ,
G640,Gildan, Softstyle® 7.5 oz./lin. yd. T-Shirt,COLORS,3XL, $	14.60 ,
G640,Gildan, Softstyle® 7.5 oz./lin. yd. T-Shirt,HEATHERS,XS-XL, $	5.14 ,
G640,Gildan, Softstyle® 7.5 oz./lin. yd. T-Shirt,HEATHERS,2XL, $	9.28 ,
G640,Gildan, Softstyle® 7.5 oz./lin. yd. T-Shirt,HEATHERS,3XL, $	13.92 ,
G640,Gildan, Softstyle® 7.5 oz./lin. yd. T-Shirt,NEUTRALS,XS-XL, $	4.90 ,
G640,Gildan, Softstyle® 7.5 oz./lin. yd. T-Shirt,NEUTRALS,2XL, $	8.58 ,
G640,Gildan, Softstyle® 7.5 oz./lin. yd. T-Shirt,NEUTRALS,3XL, $	13.14 ,
G640L,Gildan, Softstyle® Ladies' 7.5 oz./lin. yd. Junior Fit T-Shirt,COLORS,S-XL, $	8.24 ,
G640L,Gildan, Softstyle® Ladies' 7.5 oz./lin. yd. Junior Fit T-Shirt,COLORS,2XL, $	11.66 ,
G640L,Gildan, Softstyle® Ladies' 7.5 oz./lin. yd. Junior Fit T-Shirt,COLORS,3XL, $	13.18 ,
G640L,Gildan, Softstyle® Ladies' 7.5 oz./lin. yd. Junior Fit T-Shirt,HEATHERS,S-XL, $	7.76 ,
G640L,Gildan, Softstyle® Ladies' 7.5 oz./lin. yd. Junior Fit T-Shirt,HEATHERS,2XL, $	10.40 ,
G640L,Gildan, Softstyle® Ladies' 7.5 oz./lin. yd. Junior Fit T-Shirt,HEATHERS,3XL, $	11.88 ,
G640L,Gildan, Softstyle® Ladies' 7.5 oz./lin. yd. Junior Fit T-Shirt,NEUTRALS,S-XL, $	7.04 ,
G640L,Gildan, Softstyle® Ladies' 7.5 oz./lin. yd. Junior Fit T-Shirt,NEUTRALS,2XL, $	8.74 ,
G640L,Gildan, Softstyle® Ladies' 7.5 oz./lin. yd. Junior Fit T-Shirt,NEUTRALS,3XL, $	10.16 ,
G644,Gildan, Softstyle® 7.5 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,S-XL, $	12.32 ,
G644,Gildan, Softstyle® 7.5 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,2XL, $	16.10 ,
G644,Gildan, Softstyle® 7.5 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,3XL, $	18.50 ,
G644,Gildan, Softstyle® 7.5 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,S-XL, $	11.68 ,
G644,Gildan, Softstyle® 7.5 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,2XL, $	14.82 ,
G644,Gildan, Softstyle® 7.5 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,3XL, $	17.26 ,
G644,Gildan, Softstyle® 7.5 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,S-XL, $	9.60 ,
G644,Gildan, Softstyle® 7.5 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,2XL, $	12.94 ,
G644,Gildan, Softstyle® 7.5 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,3XL, $	15.34 ,
G64V,Gildan, Softstyle® 7.5 oz./lin. yd. V-Neck T-Shirt,COLORS,XS-XL, $	10.12 ,
G64V,Gildan, Softstyle® 7.5 oz./lin. yd. V-Neck T-Shirt,COLORS,2XL, $	14.92 ,
G64V,Gildan, Softstyle® 7.5 oz./lin. yd. V-Neck T-Shirt,COLORS,3XL, $	16.14 ,
G64V,Gildan, Softstyle® 7.5 oz./lin. yd. V-Neck T-Shirt,HEATHERS,XS-XL, $	9.48 ,
G64V,Gildan, Softstyle® 7.5 oz./lin. yd. V-Neck T-Shirt,HEATHERS,2XL, $	13.02 ,
G64V,Gildan, Softstyle® 7.5 oz./lin. yd. V-Neck T-Shirt,HEATHERS,3XL, $	14.20 ,
G64V,Gildan, Softstyle® 7.5 oz./lin. yd. V-Neck T-Shirt,NEUTRALS,XS-XL, $	6.78 ,
G64V,Gildan, Softstyle® 7.5 oz./lin. yd. V-Neck T-Shirt,NEUTRALS,2XL, $	10.70 ,
G64V,Gildan, Softstyle® 7.5 oz./lin. yd. V-Neck T-Shirt,NEUTRALS,3XL, $	11.92 ,
G64VL,Gildan, SoftStyle® Ladies' 7.5 oz./lin. yd. Junior Fit V-Neck T-Shirt,COLORS,S-XL, $	10.62 ,
G64VL,Gildan, SoftStyle® Ladies' 7.5 oz./lin. yd. Junior Fit V-Neck T-Shirt,COLORS,2XL, $	14.92 ,
G64VL,Gildan, SoftStyle® Ladies' 7.5 oz./lin. yd. Junior Fit V-Neck T-Shirt,COLORS,3XL, $	16.14 ,
G64VL,Gildan, SoftStyle® Ladies' 7.5 oz./lin. yd. Junior Fit V-Neck T-Shirt,HEATHERS,S-XL, $	9.48 ,
G64VL,Gildan, SoftStyle® Ladies' 7.5 oz./lin. yd. Junior Fit V-Neck T-Shirt,HEATHERS,2XL, $	13.02 ,
G64VL,Gildan, SoftStyle® Ladies' 7.5 oz./lin. yd. Junior Fit V-Neck T-Shirt,HEATHERS,3XL, $	14.20 ,
G64VL,Gildan, SoftStyle® Ladies' 7.5 oz./lin. yd. Junior Fit V-Neck T-Shirt,NEUTRALS,S-XL, $	7.26 ,
G64VL,Gildan, SoftStyle® Ladies' 7.5 oz./lin. yd. Junior Fit V-Neck T-Shirt,NEUTRALS,2XL, $	10.70 ,
G64VL,Gildan, SoftStyle® Ladies' 7.5 oz./lin. yd. Junior Fit V-Neck T-Shirt,NEUTRALS,3XL, $	11.92 ,
G728,GILDAN,DryBlend® 10.5 oz./lin. yd. Double Piqué Polo,COLORS,S-XL, $	15.62 ,
G728,GILDAN,DryBlend® 10.5 oz./lin. yd. Double Piqué Polo,COLORS,2XL, $	19.88 ,
G728,GILDAN,DryBlend® 10.5 oz./lin. yd. Double Piqué Polo,COLORS,3XL, $	20.52 ,
G728,GILDAN,DryBlend® 10.5 oz./lin. yd. Double Piqué Polo,COLORS,4XL, $	20.52 ,
G728,GILDAN,DryBlend® 10.5 oz./lin. yd. Double Piqué Polo,COLORS,5XL, $	20.52 ,
G728,GILDAN,DryBlend® 10.5 oz./lin. yd. Double Piqué Polo,HEATHERS,S-XL, $	15.62 ,
G728,GILDAN,DryBlend® 10.5 oz./lin. yd. Double Piqué Polo,HEATHERS,2XL, $	19.88 ,
G728,GILDAN,DryBlend® 10.5 oz./lin. yd. Double Piqué Polo,HEATHERS,3XL, $	20.52 ,
G728,GILDAN,DryBlend® 10.5 oz./lin. yd. Double Piqué Polo,HEATHERS,4XL, $	20.52 ,
G728,GILDAN,DryBlend® 10.5 oz./lin. yd. Double Piqué Polo,HEATHERS,5XL, $	20.52 ,
G728,GILDAN,DryBlend® 10.5 oz./lin. yd. Double Piqué Polo,NEUTRALS,S-XL, $	15.62 ,
G728,GILDAN,DryBlend® 10.5 oz./lin. yd. Double Piqué Polo,NEUTRALS,2XL, $	19.88 ,
G728,GILDAN,DryBlend® 10.5 oz./lin. yd. Double Piqué Polo,NEUTRALS,3XL, $	20.52 ,
G728,GILDAN,DryBlend® 10.5 oz./lin. yd. Double Piqué Polo,NEUTRALS,4XL, $	20.52 ,
G728,GILDAN,DryBlend® 10.5 oz./lin. yd. Double Piqué Polo,NEUTRALS,5XL, $	20.52 ,
G728B,GILDAN,DryBlend® Youth 10.5 oz./lin. yd. Double Piqué Polo,COLORS,YOUTH XS-XL, $	14.02 ,
G728B,GILDAN,DryBlend® Youth 10.5 oz./lin. yd. Double Piqué Polo,HEATHERS,YOUTH XS-XL, $	14.02 ,
G728B,GILDAN,DryBlend® Youth 10.5 oz./lin. yd. Double Piqué Polo,NEUTRALS,YOUTH XS-XL, $	14.02 ,
G728L,GILDAN,DryBlend® Ladies' 10.5 oz./lin. yd. Double Piqué Polo,COLORS,S-XL, $	15.62 ,
G728L,GILDAN,DryBlend® Ladies' 10.5 oz./lin. yd. Double Piqué Polo,COLORS,2XL, $	19.88 ,
G728L,GILDAN,DryBlend® Ladies' 10.5 oz./lin. yd. Double Piqué Polo,COLORS,3XL, $	19.88 ,
G728L,GILDAN,DryBlend® Ladies' 10.5 oz./lin. yd. Double Piqué Polo,HEATHERS,S-XL, $	15.62 ,
G728L,GILDAN,DryBlend® Ladies' 10.5 oz./lin. yd. Double Piqué Polo,HEATHERS,2XL, $	19.88 ,
G728L,GILDAN,DryBlend® Ladies' 10.5 oz./lin. yd. Double Piqué Polo,HEATHERS,3XL, $	19.88 ,
G728L,GILDAN,DryBlend® Ladies' 10.5 oz./lin. yd. Double Piqué Polo,NEUTRALS,S-XL, $	15.62 ,
G728L,GILDAN,DryBlend® Ladies' 10.5 oz./lin. yd. Double Piqué Polo,NEUTRALS,2XL, $	19.88 ,
G728L,GILDAN,DryBlend® Ladies' 10.5 oz./lin. yd. Double Piqué Polo,NEUTRALS,3XL, $	19.88 ,
G729,GILDAN,DryBlend® Adult 10.5 oz./lin. yd. Double Piqué Long Sleve Polo,COLORS,S-XL, $	25.78 ,
G729,GILDAN,DryBlend® Adult 10.5 oz./lin. yd. Double Piqué Long Sleve Polo,COLORS,2XL, $	26.14 ,
G729,GILDAN,DryBlend® Adult 10.5 oz./lin. yd. Double Piqué Long Sleve Polo,COLORS,3XL, $	21.10 ,
G729,GILDAN,DryBlend® Adult 10.5 oz./lin. yd. Double Piqué Long Sleve Polo,NEUTRALS,S-XL, $	25.78 ,
G729,GILDAN,DryBlend® Adult 10.5 oz./lin. yd. Double Piqué Long Sleve Polo,NEUTRALS,2XL, $	26.14 ,
G729,GILDAN,DryBlend® Adult 10.5 oz./lin. yd. Double Piqué Long Sleve Polo,NEUTRALS,3XL, $	21.10 ,
G800,Gildan, DryBlend® 9.3 oz./lin. yd. 50/50 T-Shirt,COLORS,S-XL, $	5.58 ,
G800,Gildan, DryBlend® 9.3 oz./lin. yd. 50/50 T-Shirt,COLORS,2XL, $	9.68 ,
G800,Gildan, DryBlend® 9.3 oz./lin. yd. 50/50 T-Shirt,COLORS,3XL, $	13.10 ,
G800,Gildan, DryBlend® 9.3 oz./lin. yd. 50/50 T-Shirt,COLORS,4XL, $	13.10 ,
G800,Gildan, DryBlend® 9.3 oz./lin. yd. 50/50 T-Shirt,COLORS,5XL, $	13.10 ,
G800,Gildan, DryBlend® 9.3 oz./lin. yd. 50/50 T-Shirt,HEATHERS,S-XL, $	5.28 ,
G800,Gildan, DryBlend® 9.3 oz./lin. yd. 50/50 T-Shirt,HEATHERS,2XL, $	9.18 ,
G800,Gildan, DryBlend® 9.3 oz./lin. yd. 50/50 T-Shirt,HEATHERS,3XL, $	12.46 ,
G800,Gildan, DryBlend® 9.3 oz./lin. yd. 50/50 T-Shirt,HEATHERS,4XL, $	12.46 ,
G800,Gildan, DryBlend® 9.3 oz./lin. yd. 50/50 T-Shirt,HEATHERS,5XL, $	12.46 ,
G800,Gildan, DryBlend® 9.3 oz./lin. yd. 50/50 T-Shirt,NEUTRALS,S-XL, $	5.00 ,
G800,Gildan, DryBlend® 9.3 oz./lin. yd. 50/50 T-Shirt,NEUTRALS,2XL, $	8.74 ,
G800,Gildan, DryBlend® 9.3 oz./lin. yd. 50/50 T-Shirt,NEUTRALS,3XL, $	11.80 ,
G800,Gildan, DryBlend® 9.3 oz./lin. yd. 50/50 T-Shirt,NEUTRALS,4XL, $	11.80 ,
G800,Gildan, DryBlend® 9.3 oz./lin. yd. 50/50 T-Shirt,NEUTRALS,5XL, $	11.80 ,
G800B,Gildan, DryBlend® Youth 9.3 oz./lin. yd. 50/50 T-Shirt,HEATHERS,YOUTH XS-L, $	4.28 ,
G800B,Gildan, DryBlend® Youth 9.3 oz./lin. yd. 50/50 T-Shirt,COLORS,YOUTH XS-L, $	4.90 ,
