StyleCode,Description_En,Description_Fr,Catalogue_Supplement_Page_En,Catalogue_Supplement_Page_Fr,# of Colourways,Colourways,Colourway_En,Colourway_Fr,Mp Price,CL Price,VP Price,WebLink,Sizing,Short_Description_En,Short_Description_Fr
0530M,Acrylic~Cuff Toque~Rib knit,Acrylique~Tuque à rebord~Tricot côtelé,"Page # 121,170 of catalogue~Page # 26,41 of supplement","Page # 121,170 du catalogue~Page # 26,41 du suppl&eacute;ment",,RY,Royal Blue,Bleu royal,$7.20 ,$7.00 ,$6.80 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0530M&mycolorimg=0530M-RY.jpg,N/A,Acrylic~Cuff Toque,Acrylique~Tuque à rebord
0530M,Acrylic~Cuff Toque~Rib knit,Acrylique~Tuque à rebord~Tricot côtelé,"Page # 121,170 of catalogue~Page # 26,41 of supplement","Page # 121,170 du catalogue~Page # 26,41 du suppl&eacute;ment",,SL,Slate,Gris ardoise,$7.20 ,$7.00 ,$6.80 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0530M&mycolorimg=0530M-SL.jpg,N/A,Acrylic~Cuff Toque,Acrylique~Tuque à rebord
0530M,Acrylic~Cuff Toque~Rib knit,Acrylique~Tuque à rebord~Tricot côtelé,"Page # 121,170 of catalogue~Page # 26,41 of supplement","Page # 121,170 du catalogue~Page # 26,41 du suppl&eacute;ment",,SN,Sand,Sable,$7.20 ,$7.00 ,$6.80 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0530M&mycolorimg=0530M-SN.jpg,N/A,Acrylic~Cuff Toque,Acrylique~Tuque à rebord
0530M,Acrylic~Cuff Toque~Rib knit,Acrylique~Tuque à rebord~Tricot côtelé,"Page # 121,170 of catalogue~Page # 26,41 of supplement","Page # 121,170 du catalogue~Page # 26,41 du suppl&eacute;ment",,WH,White,Blanc,$7.20 ,$7.00 ,$6.80 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0530M&mycolorimg=0530M-WH.jpg,N/A,Acrylic~Cuff Toque,Acrylique~Tuque à rebord
0540M,"Acrylic~Scarf~Rib knit, double-ply~Approximately: (length x width)~54""x 6"" - 137cm x 15cm","Acrylique~Foulard~Tricot côtelé, épaisseur double~Dimensions approximatives: (longueur x largeur)~54""x 6"" - 137cm x 15cm",Page # 180 of catalogue~Page # 36 of supplement,Page # 180 du catalogue~Page # 36 du suppl&eacute;ment,1,NV,Navy,Bleu marine,$12.80 ,$12.50 ,$12.10 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0540M&mycolorimg=0540M-NV.jpg,N/A,Acrylic~Scarf,Acrylique~Foulard
0550M,Acrylic~Cuff Toque~Jersey knit,Acrylique~Tuque à rebord~Tricot de jersey,Page # 168 of catalogue~Page # 24 of supplement,Page # 168 du catalogue~Page # 24 du suppl&eacute;ment,6,BL,Black,Noir,$6.20 ,$6.10 ,$5.90 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0550M&mycolorimg=0550M-BL.jpg,N/A,Acrylic~Cuff Toque,Acrylique~Tuque à rebord
0550M,Acrylic~Cuff Toque~Jersey knit,Acrylique~Tuque à rebord~Tricot de jersey,Page # 168 of catalogue~Page # 24 of supplement,Page # 168 du catalogue~Page # 24 du suppl&eacute;ment,,CH,Charcoal,Gris charbon,$6.20 ,$6.10 ,$5.90 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0550M&mycolorimg=0550M-CH.jpg,N/A,Acrylic~Cuff Toque,Acrylique~Tuque à rebord
0550M,Acrylic~Cuff Toque~Jersey knit,Acrylique~Tuque à rebord~Tricot de jersey,Page # 168 of catalogue~Page # 24 of supplement,Page # 168 du catalogue~Page # 24 du suppl&eacute;ment,,FG,Forest Green,Vert forêt,$6.20 ,$6.10 ,$5.90 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0550M&mycolorimg=0550M-FG.jpg,N/A,Acrylic~Cuff Toque,Acrylique~Tuque à rebord
0550M,Acrylic~Cuff Toque~Jersey knit,Acrylique~Tuque à rebord~Tricot de jersey,Page # 168 of catalogue~Page # 24 of supplement,Page # 168 du catalogue~Page # 24 du suppl&eacute;ment,,NV,Navy,Bleu marine,$6.20 ,$6.10 ,$5.90 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0550M&mycolorimg=0550M-NV.jpg,N/A,Acrylic~Cuff Toque,Acrylique~Tuque à rebord
0550M,Acrylic~Cuff Toque~Jersey knit,Acrylique~Tuque à rebord~Tricot de jersey,Page # 168 of catalogue~Page # 24 of supplement,Page # 168 du catalogue~Page # 24 du suppl&eacute;ment,,RD,Red,Rouge,$6.20 ,$6.10 ,$5.90 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0550M&mycolorimg=0550M-RD.jpg,N/A,Acrylic~Cuff Toque,Acrylique~Tuque à rebord
0550M,Acrylic~Cuff Toque~Jersey knit,Acrylique~Tuque à rebord~Tricot de jersey,Page # 168 of catalogue~Page # 24 of supplement,Page # 168 du catalogue~Page # 24 du suppl&eacute;ment,,WH,White,Blanc,$6.20 ,$6.10 ,$5.90 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0550M&mycolorimg=0550M-WH.jpg,N/A,Acrylic~Cuff Toque,Acrylique~Tuque à rebord
0560M,Acrylic~Neck Warmer~Rib knit,Acrylique~Cache-Cou~Tricot côtelé,Page # 178 of catalogue~Page # 34 of supplement,Page # 178 du catalogue~Page # 34 du suppl&eacute;ment,2,BL,Black,Noir,$4.70 ,$4.60 ,$4.40 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0560M&mycolorimg=0560M-BL.jpg,N/A,Acrylic~Neck Warmer,Acrylique~Cache-Cou
0560M,Acrylic~Neck Warmer~Rib knit,Acrylique~Cache-Cou~Tricot côtelé,Page # 178 of catalogue~Page # 34 of supplement,Page # 178 du catalogue~Page # 34 du suppl&eacute;ment,,NV,Navy,Bleu marine,$4.70 ,$4.60 ,$4.40 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0560M&mycolorimg=0560M-NV.jpg,N/A,Acrylic~Neck Warmer,Acrylique~Cache-Cou
0600M,Acrylic~Balaclava~Rib knit,Acrylique~Passe-Montagne d'hiver~Tricot côtelé,Page # 179 of catalogue~Page # 35 of supplement,Page # 179 du catalogue~Page # 35 du suppl&eacute;ment,1,BL,Black,Noir,$7.40 ,$7.20 ,$7.00 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0600M&mycolorimg=0600M-BL.jpg,N/A,Acrylic~Balaclava,Acrylique~Passe-Montagne d'hiver
0760M,"Leather (Premium Cowhide)~6 Panel Contour~No backing behind front panels~Pre-curved leather peak with 2 rows of stitching (P3)~Leather back strap with embossed flip buckle and metal grommet (B10, G4)","Cuir (Peau de Vache Première Qualité)~6 Panneaux «Contour»~Panneaux avant sans renforcement~Palette pré-courbée en cuir avec 2 rangées de couture (P3)~Attache arrière en cuir avec boucle à revers embossée et gaine en métal (B10, G4)",Page # 64 of catalogue~,Page # 64 du catalogue~,1,BL,Black,Noir,$45.30 ,$44.00 ,$42.80 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0760M&mycolorimg=0760M-BL.jpg,N/A,Leather (Premium Cowhide)~6 Panel Contour,Cuir (Peau de Vache Première Qualité)~6 Panneaux «Contour»
0850M,"Leather (Premium Cowhide)~5 Panel Pro-Look~Buckram laminated front panel with Pro-stitch~Pre-curved leather peak with 2 rows of stitching (P3)~Leather back strap with embossed flip buckle and metal grommet (B10, G4)","Cuir (Peau de Vache Première Qualité)~5 Panneaux «Pro-Look»~Panneau avant laminé de bougran et couture «Pro»~Palette pré-courbée en cuir avec 2 rangées de couture (P3)~Attache arrière en cuir avec boucle à revers embossée et gaine en métal (B10, G4)",Page # 70 of catalogue~,Page # 70 du catalogue~,1,BL,Black,Noir,$45.70 ,$44.40 ,$43.20 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0850M&mycolorimg=0850M-BL.jpg,N/A,Leather (Premium Cowhide)~5 Panel Pro-Look,Cuir (Peau de Vache Première Qualité)~5 Panneaux «Pro-Look»
0D630M,Silver Nano ATB®-UV+~6 Panel Constructed Full-Fit~Buckram laminated front panels with Pro-stitch~Self cloth premium sweatband~Pre-curved peak~Self cloth/elastic back strap with tuck-in end and velcro closure (S28),"""Silver Nano ATB®-UV+""~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Bandeau intérieur en tissu de qualité~Palette pré-courbée~Attache arrière en tissu/élastique avec bout insérable et fermeture velcro (S28)",Page # 76 of catalogue~,Page # 76 du catalogue~,8,BL,Black,Noir,$14.60 ,$14.20 ,$13.80 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0D630M&mycolorimg=0D630M-BL.jpg,N/A,Silver Nano ATB®-UV+~6 Panel Constructed Full-Fit,"""Silver Nano ATB®-UV+""~6 Panneaux «Forme Profonde Renforcé»"
0D630M,Silver Nano ATB®-UV+~6 Panel Constructed Full-Fit~Buckram laminated front panels with Pro-stitch~Self cloth premium sweatband~Pre-curved peak~Self cloth/elastic back strap with tuck-in end and velcro closure (S28),"""Silver Nano ATB®-UV+""~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Bandeau intérieur en tissu de qualité~Palette pré-courbée~Attache arrière en tissu/élastique avec bout insérable et fermeture velcro (S28)",Page # 76 of catalogue~,Page # 76 du catalogue~,,BU,Burgundy,Bourgogne,$14.60 ,$14.20 ,$13.80 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0D630M&mycolorimg=0D630M-BU.jpg,N/A,Silver Nano ATB®-UV+~6 Panel Constructed Full-Fit,"""Silver Nano ATB®-UV+""~6 Panneaux «Forme Profonde Renforcé»"
0D630M,Silver Nano ATB®-UV+~6 Panel Constructed Full-Fit~Buckram laminated front panels with Pro-stitch~Self cloth premium sweatband~Pre-curved peak~Self cloth/elastic back strap with tuck-in end and velcro closure (S28),"""Silver Nano ATB®-UV+""~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Bandeau intérieur en tissu de qualité~Palette pré-courbée~Attache arrière en tissu/élastique avec bout insérable et fermeture velcro (S28)",Page # 76 of catalogue~,Page # 76 du catalogue~,,CH,Charcoal,Gris charbon,$14.60 ,$14.20 ,$13.80 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0D630M&mycolorimg=0D630M-CH.jpg,N/A,Silver Nano ATB®-UV+~6 Panel Constructed Full-Fit,"""Silver Nano ATB®-UV+""~6 Panneaux «Forme Profonde Renforcé»"
0D630M,Silver Nano ATB®-UV+~6 Panel Constructed Full-Fit~Buckram laminated front panels with Pro-stitch~Self cloth premium sweatband~Pre-curved peak~Self cloth/elastic back strap with tuck-in end and velcro closure (S28),"""Silver Nano ATB®-UV+""~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Bandeau intérieur en tissu de qualité~Palette pré-courbée~Attache arrière en tissu/élastique avec bout insérable et fermeture velcro (S28)",Page # 76 of catalogue~,Page # 76 du catalogue~,,CI,Chili,Piment,$14.60 ,$14.20 ,$13.80 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0D630M&mycolorimg=0D630M-CI.jpg,N/A,Silver Nano ATB®-UV+~6 Panel Constructed Full-Fit,"""Silver Nano ATB®-UV+""~6 Panneaux «Forme Profonde Renforcé»"
0D630M,Silver Nano ATB®-UV+~6 Panel Constructed Full-Fit~Buckram laminated front panels with Pro-stitch~Self cloth premium sweatband~Pre-curved peak~Self cloth/elastic back strap with tuck-in end and velcro closure (S28),"""Silver Nano ATB®-UV+""~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Bandeau intérieur en tissu de qualité~Palette pré-courbée~Attache arrière en tissu/élastique avec bout insérable et fermeture velcro (S28)",Page # 76 of catalogue~,Page # 76 du catalogue~,,GY,Grey,Gris,$14.60 ,$14.20 ,$13.80 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0D630M&mycolorimg=0D630M-GY.jpg,N/A,Silver Nano ATB®-UV+~6 Panel Constructed Full-Fit,"""Silver Nano ATB®-UV+""~6 Panneaux «Forme Profonde Renforcé»"
0D630M,Silver Nano ATB®-UV+~6 Panel Constructed Full-Fit~Buckram laminated front panels with Pro-stitch~Self cloth premium sweatband~Pre-curved peak~Self cloth/elastic back strap with tuck-in end and velcro closure (S28),"""Silver Nano ATB®-UV+""~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Bandeau intérieur en tissu de qualité~Palette pré-courbée~Attache arrière en tissu/élastique avec bout insérable et fermeture velcro (S28)",Page # 76 of catalogue~,Page # 76 du catalogue~,,NV,Navy,Bleu marine,$14.60 ,$14.20 ,$13.80 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0D630M&mycolorimg=0D630M-NV.jpg,N/A,Silver Nano ATB®-UV+~6 Panel Constructed Full-Fit,"""Silver Nano ATB®-UV+""~6 Panneaux «Forme Profonde Renforcé»"
0D630M,Silver Nano ATB®-UV+~6 Panel Constructed Full-Fit~Buckram laminated front panels with Pro-stitch~Self cloth premium sweatband~Pre-curved peak~Self cloth/elastic back strap with tuck-in end and velcro closure (S28),"""Silver Nano ATB®-UV+""~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Bandeau intérieur en tissu de qualité~Palette pré-courbée~Attache arrière en tissu/élastique avec bout insérable et fermeture velcro (S28)",Page # 76 of catalogue~,Page # 76 du catalogue~,,SN,Sand,Sable,$14.60 ,$14.20 ,$13.80 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0D630M&mycolorimg=0D630M-SN.jpg,N/A,Silver Nano ATB®-UV+~6 Panel Constructed Full-Fit,"""Silver Nano ATB®-UV+""~6 Panneaux «Forme Profonde Renforcé»"
0D630M,Silver Nano ATB®-UV+~6 Panel Constructed Full-Fit~Buckram laminated front panels with Pro-stitch~Self cloth premium sweatband~Pre-curved peak~Self cloth/elastic back strap with tuck-in end and velcro closure (S28),"""Silver Nano ATB®-UV+""~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Bandeau intérieur en tissu de qualité~Palette pré-courbée~Attache arrière en tissu/élastique avec bout insérable et fermeture velcro (S28)",Page # 76 of catalogue~,Page # 76 du catalogue~,,WH,White,Blanc,$14.60 ,$14.20 ,$13.80 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0D630M&mycolorimg=0D630M-WH.jpg,N/A,Silver Nano ATB®-UV+~6 Panel Constructed Full-Fit,"""Silver Nano ATB®-UV+""~6 Panneaux «Forme Profonde Renforcé»"
0D632M,Silver Nano ATB®-UV+~6 Panel Constructed Full-Fit~Buckram laminated front panels with Pro-stitch~Self cloth premium sweatband~Pre-curved peak~Self cloth/elastic back strap with tuck-in end and velcro closure (S28),"""Silver Nano ATB®-UV+""~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Bandeau intérieur en tissu de qualité~Palette pré-courbée~Attache arrière en tissu/élastique avec bout insérable et fermeture velcro (S28)",Page # 76 of catalogue~,Page # 76 du catalogue~,2,BL/WH,Black/White,Noir/Blanc,$14.60 ,$14.20 ,$13.80 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0D632M&mycolorimg=0D632M-BL_WH.jpg,N/A,Silver Nano ATB®-UV+~6 Panel Constructed Full-Fit,"""Silver Nano ATB®-UV+""~6 Panneaux «Forme Profonde Renforcé»"
0D632M,Silver Nano ATB®-UV+~6 Panel Constructed Full-Fit~Buckram laminated front panels with Pro-stitch~Self cloth premium sweatband~Pre-curved peak~Self cloth/elastic back strap with tuck-in end and velcro closure (S28),"""Silver Nano ATB®-UV+""~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Bandeau intérieur en tissu de qualité~Palette pré-courbée~Attache arrière en tissu/élastique avec bout insérable et fermeture velcro (S28)",Page # 76 of catalogue~,Page # 76 du catalogue~,,NV/WH,Navy/White,Bleu marine/Blanc,$14.60 ,$14.20 ,$13.80 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0D632M&mycolorimg=0D632M-NV_WH.jpg,N/A,Silver Nano ATB®-UV+~6 Panel Constructed Full-Fit,"""Silver Nano ATB®-UV+""~6 Panneaux «Forme Profonde Renforcé»"
0D638M,Silver Nano ATB®-UV+~6 Panel Constructed Full-Fit~Buckram laminated front panels with Pro-stitch~Self cloth premium sweatband~Pre-curved peak~Self cloth/elastic back strap with tuck-in end and velcro closure (S28),"""Silver Nano ATB®-UV+""~6 Panneaux «Forme Profonde Renforcé»~Panneaux avant laminés de bougran et couture «Pro»~Bandeau intérieur en tissu de qualité~Palette pré-courbée~Attache arrière en tissu/élastique avec bout insérable et fermeture velcro (S28)",Page # 76 of catalogue~,Page # 76 du catalogue~,1,BL/GY,Black/Grey,Noir/Gris,$14.60 ,$14.20 ,$13.80 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0D638M&mycolorimg=0D638M-BL_GY.jpg,N/A,Silver Nano ATB®-UV+~6 Panel Constructed Full-Fit,"""Silver Nano ATB®-UV+""~6 Panneaux «Forme Profonde Renforcé»"
0D700M,Silver Nano ATB®-UV+~4 Panel Race Style with Pro-stitch~Pre-curved peak~Self cloth premium sweatband~Self cloth back strap with velcro closure (S3),"""Silver Nano  ATB®-UV+""~4 Panneaux Style «Race» et couture «Pro»~Palette pré-courbée~Bandeau intérieur en tissu de qualité~Attache arrière en tissu avec fermeture velcro (S3)",Page # 77 of catalogue~,Page # 77 du catalogue~,3,BL,Black,Noir,$14.00 ,$13.60 ,$13.20 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0D700M&mycolorimg=0D700M-BL.jpg,N/A,Silver Nano ATB®-UV+~4 Panel Race Style with Pro-stitch,"""Silver Nano  ATB®-UV+""~4 Panneaux Style «Race» et couture «Pro»"
0D700M,Silver Nano ATB®-UV+~4 Panel Race Style with Pro-stitch~Pre-curved peak~Self cloth premium sweatband~Self cloth back strap with velcro closure (S3),"""Silver Nano  ATB®-UV+""~4 Panneaux Style «Race» et couture «Pro»~Palette pré-courbée~Bandeau intérieur en tissu de qualité~Attache arrière en tissu avec fermeture velcro (S3)",Page # 77 of catalogue~,Page # 77 du catalogue~,,NV,Navy,Bleu marine,$14.00 ,$13.60 ,$13.20 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0D700M&mycolorimg=0D700M-NV.jpg,N/A,Silver Nano ATB®-UV+~4 Panel Race Style with Pro-stitch,"""Silver Nano  ATB®-UV+""~4 Panneaux Style «Race» et couture «Pro»"
0D700M,Silver Nano ATB®-UV+~4 Panel Race Style with Pro-stitch~Pre-curved peak~Self cloth premium sweatband~Self cloth back strap with velcro closure (S3),"""Silver Nano  ATB®-UV+""~4 Panneaux Style «Race» et couture «Pro»~Palette pré-courbée~Bandeau intérieur en tissu de qualité~Attache arrière en tissu avec fermeture velcro (S3)",Page # 77 of catalogue~,Page # 77 du catalogue~,,WH,White,Blanc,$14.00 ,$13.60 ,$13.20 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0D700M&mycolorimg=0D700M-WH.jpg,N/A,Silver Nano ATB®-UV+~4 Panel Race Style with Pro-stitch,"""Silver Nano  ATB®-UV+""~4 Panneaux Style «Race» et couture «Pro»"
0D740M,Silver Nano ATB®-UV+~6 Panel Contour~No backing behind front panels with Pro-stitch~Pre-curved peak~Self cloth premium sweatband~Self cloth back strap with velcro closure (S3),"""Silver Nano  ATB®-UV+""~6 Panneaux «Contour»~Panneaux avant sans renforcement et couture «Pro»~Palette pré-courbée~Bandeau intérieur en tissu de qualité~Attache arrière en tissu avec fermeture velcro (S3)",Page # 77 of catalogue~,Page # 77 du catalogue~,7,BL,Black,Noir,$14.40 ,$14.00 ,$13.60 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0D740M&mycolorimg=0D740M-BL.jpg,N/A,Silver Nano ATB®-UV+~6 Panel Contour,"""Silver Nano  ATB®-UV+""~6 Panneaux «Contour»"
0D740M,Silver Nano ATB®-UV+~6 Panel Contour~No backing behind front panels with Pro-stitch~Pre-curved peak~Self cloth premium sweatband~Self cloth back strap with velcro closure (S3),"""Silver Nano  ATB®-UV+""~6 Panneaux «Contour»~Panneaux avant sans renforcement et couture «Pro»~Palette pré-courbée~Bandeau intérieur en tissu de qualité~Attache arrière en tissu avec fermeture velcro (S3)",Page # 77 of catalogue~,Page # 77 du catalogue~,,NV,Navy,Bleu marine,$14.40 ,$14.00 ,$13.60 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0D740M&mycolorimg=0D740M-NV.jpg,N/A,Silver Nano ATB®-UV+~6 Panel Contour,"""Silver Nano  ATB®-UV+""~6 Panneaux «Contour»"
0D740M,Silver Nano ATB®-UV+~6 Panel Contour~No backing behind front panels with Pro-stitch~Pre-curved peak~Self cloth premium sweatband~Self cloth back strap with velcro closure (S3),"""Silver Nano  ATB®-UV+""~6 Panneaux «Contour»~Panneaux avant sans renforcement et couture «Pro»~Palette pré-courbée~Bandeau intérieur en tissu de qualité~Attache arrière en tissu avec fermeture velcro (S3)",Page # 77 of catalogue~,Page # 77 du catalogue~,,OR,Orange,Orange,$14.40 ,$14.00 ,$13.60 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0D740M&mycolorimg=0D740M-OR.jpg,N/A,Silver Nano ATB®-UV+~6 Panel Contour,"""Silver Nano  ATB®-UV+""~6 Panneaux «Contour»"
0D740M,Silver Nano ATB®-UV+~6 Panel Contour~No backing behind front panels with Pro-stitch~Pre-curved peak~Self cloth premium sweatband~Self cloth back strap with velcro closure (S3),"""Silver Nano  ATB®-UV+""~6 Panneaux «Contour»~Panneaux avant sans renforcement et couture «Pro»~Palette pré-courbée~Bandeau intérieur en tissu de qualité~Attache arrière en tissu avec fermeture velcro (S3)",Page # 77 of catalogue~,Page # 77 du catalogue~,,PK,Pink,Rose,$14.40 ,$14.00 ,$13.60 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0D740M&mycolorimg=0D740M-PK.jpg,N/A,Silver Nano ATB®-UV+~6 Panel Contour,"""Silver Nano  ATB®-UV+""~6 Panneaux «Contour»"
0D740M,Silver Nano ATB®-UV+~6 Panel Contour~No backing behind front panels with Pro-stitch~Pre-curved peak~Self cloth premium sweatband~Self cloth back strap with velcro closure (S3),"""Silver Nano  ATB®-UV+""~6 Panneaux «Contour»~Panneaux avant sans renforcement et couture «Pro»~Palette pré-courbée~Bandeau intérieur en tissu de qualité~Attache arrière en tissu avec fermeture velcro (S3)",Page # 77 of catalogue~,Page # 77 du catalogue~,,PU,Purple,Mauve,$14.40 ,$14.00 ,$13.60 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0D740M&mycolorimg=0D740M-PU.jpg,N/A,Silver Nano ATB®-UV+~6 Panel Contour,"""Silver Nano  ATB®-UV+""~6 Panneaux «Contour»"
0D740M,Silver Nano ATB®-UV+~6 Panel Contour~No backing behind front panels with Pro-stitch~Pre-curved peak~Self cloth premium sweatband~Self cloth back strap with velcro closure (S3),"""Silver Nano  ATB®-UV+""~6 Panneaux «Contour»~Panneaux avant sans renforcement et couture «Pro»~Palette pré-courbée~Bandeau intérieur en tissu de qualité~Attache arrière en tissu avec fermeture velcro (S3)",Page # 77 of catalogue~,Page # 77 du catalogue~,,WH,White,Blanc,$14.40 ,$14.00 ,$13.60 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0D740M&mycolorimg=0D740M-WH.jpg,N/A,Silver Nano ATB®-UV+~6 Panel Contour,"""Silver Nano  ATB®-UV+""~6 Panneaux «Contour»"
0D740M,Silver Nano ATB®-UV+~6 Panel Contour~No backing behind front panels with Pro-stitch~Pre-curved peak~Self cloth premium sweatband~Self cloth back strap with velcro closure (S3),"""Silver Nano  ATB®-UV+""~6 Panneaux «Contour»~Panneaux avant sans renforcement et couture «Pro»~Palette pré-courbée~Bandeau intérieur en tissu de qualité~Attache arrière en tissu avec fermeture velcro (S3)",Page # 77 of catalogue~,Page # 77 du catalogue~,,YL,Yellow,Jaune,$14.40 ,$14.00 ,$13.60 ,http://www.ajmintl.com/product_style_info.aspx?mystylecode=0D740M&mycolorimg=0D740M-YL.jpg,N/A,Silver Nano ATB®-UV+~6 Panel Contour,"""Silver Nano  ATB®-UV+""~6 Panneaux «Contour»"
